r,a,b,D,lo,hi,n_min,CI不含0
32,0.39597289672949687,0.6165980634051524,0.0009387969090587089,-0.0070471108218454065,0.008924704639962824,3535,False
33,0.5533360962824514,0.43617328101723607,0.00029428824095384387,-0.00700704321754161,0.007595619699449298,4104,False
34,0.4042826994060031,0.5409242525608624,0.002519095294932494,-0.005162114947886658,0.010200305537751645,4199,False
35,0.5443765435767693,0.3698403052125468,0.0077425520232618505,0.0010222072774431342,0.014462896769080566,4172,True
36,0.5251036758167053,0.6301249556963117,3.778539884347065e-05,-0.006603639705437324,0.006679210503124265,3432,False
37,0.6412193594857859,0.7417388085623612,-0.0003863935873948954,-0.008084504431669231,0.00731171725687944,2695,False
38,0.6933163753513807,0.4226169073859236,0.004818497792619114,-0.003684049746019564,0.013321045331257792,2996,False
39,0.47408569729172295,0.7294355983379169,0.0007426642855775656,-0.0074700256726585035,0.008955354243813635,2757,False
40,0.7231637522304258,0.3687918581295977,0.009787612278712637,0.002307671007189702,0.017267553550235574,2792,True
41,0.413809843323818,0.5384780853346285,0.0012997107250402318,-0.006087536628305498,0.008686958078385962,4227,False
42,0.29899238583978954,0.6187363696864752,-0.0013033848292924588,-0.010230167771306408,0.00762339811272149,3513,False
43,0.5602040698746585,0.2915503231438195,0.0006411970191622096,-0.0074852960820515815,0.008767690120376,4029,False
44,0.41053294079447117,0.5962596091662435,0.003309903948758297,-0.004721425414018265,0.01134123331153486,3709,False
45,0.48624324625453147,0.7325856426245898,-0.0031002631153055904,-0.012174314015699152,0.0059737877850879716,2740,False
46,0.41960551222659004,0.30121862362085816,0.002442930310532776,-0.005753410988761637,0.01063927160982719,4407,False
47,0.6237218753899588,0.3307929056769511,0.0036238486194037633,-0.004092797272623949,0.011340494511431477,3477,False
48,0.6497178401682125,0.39637228263592866,0.005572336179241577,-0.0034699715712960873,0.014614643929779242,3318,False
49,0.2853037124816819,0.731003735304282,0.002136373101923217,-0.007097294672995394,0.011370040876841828,2745,False
50,0.49533084395422916,0.6418905632082794,0.0017651412544190115,-0.006467885146365258,0.009998167655203281,3347,False
51,0.6576332329879916,0.34670667258872356,0.0065652841545563445,-0.0017895729719237218,0.01492014128103641,3247,False
52,0.2691477081829254,0.36923255598920524,0.007729247658636057,-0.0005199020527988044,0.015978397370070917,3497,False
53,0.6478835132817117,0.5024671013218974,0.0026673873285298633,-0.0063062506020395565,0.011641025259099283,3316,False
54,0.34496145883244744,0.47328003589635015,0.0017546762795254411,-0.005527205146908257,0.009036557705959139,4689,False
55,0.6602179461336992,0.47733233953729487,0.0004557887362041657,-0.007557492544339973,0.008469070016748305,3237,False
56,0.5699447315786393,0.6876469591392556,0.002957693138691292,-0.004456222946093055,0.010371609223475638,3046,False
57,0.3060222690126448,0.5686033209230081,-9.945109845654887e-05,-0.008711854167640648,0.00851295197072755,3968,False
58,0.5349314229837544,0.4327450919519154,-0.0013195457845251723,-0.008725243960868951,0.006086152391818606,4242,False
59,0.7027747450538593,0.5461299914996043,0.0016271153826070972,-0.00605788994970167,0.009312120714915864,2941,False
60,0.3161275798665042,0.606966975163632,0.004487885963546462,-0.003941435226901213,0.012917207153994137,3624,False
61,0.7407245587140414,0.36598574898381825,0.003813604501563511,-0.00399658336070697,0.011623792363833992,2701,False
62,0.7154172900020537,0.4250462584884182,0.0030107094761709363,-0.005929547407114042,0.011950966359455915,2856,False
63,0.7240214210909707,0.533186403268259,-0.0014949666419562802,-0.010336023100480332,0.007346089816567772,2787,False
64,0.2592774540665954,0.5482745276277774,0.0010793371222540815,-0.007855782629229124,0.010014456873737287,3152,False
65,0.25191775556545376,0.7092243173299515,0.003612461261112171,-0.005851298312403927,0.013076220834628269,2906,False
66,0.3604902167271919,0.6035663668783374,0.009035327730866488,0.001712885240306332,0.016357770221426645,3636,True
67,0.5927727887499288,0.3668745062023085,0.007032348160497692,-0.0004168437402117583,0.014481540061207143,3743,False
68,0.3120632670256338,0.534648281009976,-0.0008820037863656593,-0.009081687225950109,0.00731767965321879,4241,False
69,0.6217175797950956,0.3954953107258973,0.0022597181584475268,-0.006165719672806063,0.010685155989701116,3498,False
70,0.34309146624083825,0.6663458663048432,0.010054730008986046,0.0025799033281933637,0.01752955668977873,3190,True
71,0.6095905166287509,0.7420934162349313,-0.003010693893385652,-0.011327658006714385,0.005306270219943081,2695,False
72,0.2608512333508973,0.39877333998122433,0.002115146279370983,-0.006679039709496421,0.010909332268238387,3213,False
73,0.500137725705688,0.3965763353392983,-0.0011845487205433547,-0.008295366777385235,0.005926269336298526,4483,False
74,0.47092898921526255,0.5875473173170553,-0.003967755788175625,-0.011124241950002016,0.0031887303736507656,3819,False
75,0.2695779641081811,0.5674286574265881,-0.001209135573718878,-0.010556113509291592,0.008137842361853836,3508,False
76,0.2732171801874707,0.5679001746935524,0.00010848875546831671,-0.009312865383268743,0.009529842894205377,3601,False
77,0.3580077508624842,0.6376918661652128,0.009934949351557781,0.0023839734459308913,0.017485925257184672,3375,True
78,0.4158792446051801,0.5728264937547447,-0.0002523952683725905,-0.008427549190611871,0.00792275865386669,3932,False
79,0.27451849081836777,0.45317879382453374,0.00163494594079433,-0.008312721486699476,0.011582613368288136,3635,False
80,0.3435027531436293,0.4740870863707166,0.0020228001150322805,-0.005481690997507753,0.009527291227572314,4681,False
81,0.6556311155123304,0.4112125775289199,0.006317134502524774,-0.002533608378999491,0.015167877384049039,3269,False
82,0.3494612254132314,0.7371629913951744,0.0030902719263757317,-0.004956348168609081,0.011136892021360544,2713,False
83,0.31281823002192977,0.7353086652247224,0.0006510772779627638,-0.00875110903730828,0.010053263593233807,2717,False
84,0.5586804225938645,0.354612933882501,0.009401338162776968,0.002358130712750253,0.01644454561280368,4043,True
85,0.6860938329732157,0.2653838158921345,0.003659733412064964,-0.005505859746341641,0.012825326570471569,3058,False
86,0.4625743403652997,0.2615663301537561,-0.00021778484592299696,-0.00967004434163274,0.009234474649786746,3236,False
87,0.6959581878493999,0.5760471984863688,0.0015381074077168155,-0.00681493745240554,0.009891152267839171,2991,False
88,0.5909907998897779,0.3047904072891945,-5.2535848879597946e-05,-0.009406229116309967,0.009301157418550771,3760,False
89,0.6411501243324729,0.48837673123853365,0.002087931460086151,-0.006225435871439181,0.010401298791611483,3359,False
90,0.39044482363369704,0.5437601687617959,0.0026785550773655298,-0.005226489567525165,0.010583599722256224,4175,False
91,0.4225724382230845,0.528357482097694,-0.0017128192574895063,-0.00896608542073496,0.005540446905755948,4290,False
92,0.6637825815507487,0.5037306675862798,0.0032955644349186852,-0.005185576571015657,0.011776705440853028,3206,False
93,0.68731375384311,0.4430517835821409,0.0035916160938938846,-0.0030735433003927556,0.010256775488180525,3049,False
94,0.3763650970466207,0.6192036324211295,0.006293841257392019,-0.0009331987751926415,0.01352088128997668,3515,False
95,0.6849384992210663,0.3169916398021584,0.006392906833714851,-0.002374735916302618,0.01516054958373232,3071,False
96,0.2760434782431383,0.3925958402752017,0.0031845584107304536,-0.005551024594549113,0.01192014141601002,3692,False
97,0.6229577186757488,0.47930516159045317,-0.0021821042308853567,-0.009918852641967145,0.005554644180196432,3481,False
98,0.4076987876962075,0.548281955349692,0.003761017481642842,-0.0036336552116389836,0.011155690174924668,4145,False
99,0.6291935364487313,0.4955626580655521,-0.0012530157857494895,-0.008754132166455379,0.0062481005949564005,3446,False
100,0.4062241762437814,0.5847433550094832,0.0034326555622043176,-0.004706218252356292,0.011571529376764927,3824,False
101,0.7042461710931136,0.4839831497635239,-0.004365274896467403,-0.012792950497102808,0.004062400704168002,2933,False
102,0.26693386300489885,0.47156685951735045,-0.003182055775965309,-0.012240613937690704,0.005876502385760086,3418,False
103,0.5772623178908904,0.26082584410088877,-0.001431816351377152,-0.011153573599971949,0.008289940897217645,3215,False
104,0.4627627511744328,0.7303185352342084,0.002573044744381442,-0.0058198555293894425,0.010965945018152326,2751,False
105,0.3483062577675316,0.48736261148672233,0.0010710449565589364,-0.0069364318977448765,0.00907852181086275,4604,False
106,0.4274061571203863,0.5354861877804032,-0.001072962400105959,-0.00907967302506022,0.006933748224848301,4236,False
107,0.7004652268949064,0.5540032135400866,0.003094479504152703,-0.0048771386951693575,0.011066097703474763,2961,False
108,0.6383851791288928,0.4260784900782179,0.0049290690500155,-0.003497775877143755,0.013355913977174755,3372,False
109,0.6092348591328534,0.3119529092281845,0.0025927402657084375,-0.006527938642528364,0.01171341917394524,3607,False
110,0.6760867761138178,0.37465964023985815,0.011929160647371456,0.004034576285732439,0.019823745009010473,3120,True
111,0.7219181344301664,0.47287182408151424,0.0004002150785133718,-0.007313134694837587,0.008113564851864331,2792,False
112,0.7278780329215069,0.4352375163339155,0.004055765011817758,-0.004136443157315357,0.012247973180950873,2766,False
113,0.7065102783884734,0.4663519234361221,-0.00027211702504853497,-0.008473273320760024,0.007929039270662954,2923,False
114,0.6199286793016914,0.30539208839987075,-0.00046062516272674103,-0.009591337043961994,0.008670086718508512,3513,False
115,0.4333256381396833,0.5573938762982162,0.003994732536793527,-0.004010100484119525,0.011999565557706579,4059,False
116,0.403601444251253,0.6165893867904317,0.0035037955297457513,-0.004321162535780418,0.01132875359527192,3535,False
117,0.48930599308691514,0.25813411996630525,0.0009463534216951619,-0.008148924501667302,0.010041631345057625,3116,False
118,0.2715562997517454,0.43204203403862906,0.0005030186653269819,-0.009835117765462982,0.010841155096116946,3550,False
119,0.2673411655212455,0.7317206643117289,0.000301098240130665,-0.010523489946359781,0.011125686426621111,2742,False
120,0.6371356930258465,0.2787826637932166,0.003612038481426494,-0.005754588832475094,0.012978665795328082,3389,False
121,0.6803641933142854,0.5632754234165451,0.003886621812951102,-0.003246036704896117,0.011019280330798322,3094,False
122,0.4543362727717607,0.7201610950825044,0.0020699573806647054,-0.0059758967724945055,0.010115811533823916,2822,False
123,0.30405126023319773,0.5061233491948607,-0.002080898760307509,-0.01114233228154524,0.006980534760930222,4446,False
124,0.49272766931176065,0.3179462852536005,0.0002137020061936945,-0.008911856585808538,0.009339260598195927,4556,False
125,0.4440135658832943,0.3252802303491056,0.0036635794603563088,-0.0038004972660634663,0.011127656186776084,4914,False
126,0.665939080641043,0.36552982066389406,0.013080544034321129,0.005916093977390634,0.020244994091251623,3193,True
127,0.4268658887301646,0.6361939359623896,0.004278722073258495,-0.004027885774631437,0.012585329921148428,3389,False
128,0.2701293160902359,0.40227696157788034,0.0029968953567641454,-0.006379849660729379,0.01237364037425767,3528,False
129,0.6159263897089575,0.26572583174340153,0.00019413644584626022,-0.009289178150039828,0.009677451041732349,3376,False
130,0.3396808650381415,0.7362158303455015,0.0026831923712378747,-0.005623642561043097,0.010990027303518847,2712,False
131,0.44001553456663706,0.2515957818861026,0.0033386760369684965,-0.0050606948834303975,0.01173804695736739,2918,False
132,0.5374833115803961,0.3118650941847366,-0.002539622604777747,-0.010698489207027942,0.005619243997472448,4224,False
133,0.3491160826814685,0.7438528061568577,0.0017097585684858196,-0.00634506506256453,0.00976458219953617,2684,False
134,0.2517173235798543,0.4254072682178999,0.005587095001756137,-0.003164170849358522,0.014338360852870796,2921,False
135,0.5911189393138452,0.391243081243803,0.001761401125321027,-0.006607604015276623,0.010130406265918677,3759,False
136,0.689606054486843,0.5680849642960433,0.002953016280415416,-0.005031417550553346,0.010937450111384178,3020,False
137,0.37881390326383046,0.2648776697524799,0.003643943773357583,-0.005310578017731566,0.012598465564446732,3354,False
138,0.3092264699995307,0.6056180200491952,0.0025809933203814472,-0.006473987835841712,0.011635974476604607,3623,False
139,0.5629463508416284,0.36999032251538977,0.006603774544366531,0.00028574708433459946,0.012921802004398462,4011,True
140,0.4041598871670162,0.6693618527255543,0.008273549468920671,-0.000384144145992818,0.01693124308383416,3173,False
141,0.5760189937646164,0.28243018794585384,-0.002689767658648784,-0.011661397768423133,0.006281862451125565,3870,False
142,0.6263262387132241,0.25501705457557305,0.004785065922384951,-0.004342747977713533,0.013912879822483435,3024,False
143,0.7141711448031371,0.33681475046424564,0.0028202694971000697,-0.005112508578937315,0.010753047573137454,2873,False
144,0.4347560615251336,0.30895364799784153,0.0006516045382819746,-0.007789157942871465,0.009092367019435414,4562,False
145,0.580305961936368,0.3050588350073499,0.0004462341431289152,-0.008783649754127798,0.009676118040385628,3877,False
146,0.37550721682775606,0.6337967914890688,0.007934668213479795,0.0006717353743017221,0.01519760105265787,3401,True
147,0.6782377731372446,0.3865564622334009,0.007858052536035859,-0.0003144861949739286,0.016030591267045646,3096,False
148,0.2811178170386876,0.5607958512472436,6.482671649069016e-05,-0.008714026628732583,0.008843680061713963,3842,False
149,0.4446738756880231,0.26831202524877407,-0.0012575205423130675,-0.010911963476807934,0.008396922392181799,3469,False
150,0.5584659039789719,0.41483770277569676,0.005965116590802899,-0.0022047456790511254,0.014134978860656924,4047,False
151,0.6651694377949706,0.4931069745179892,0.002185843517970465,-0.005949920049261684,0.010321607085202614,3200,False
152,0.556965481380119,0.32173940173764637,0.007104293894686864,-0.0011189883071808862,0.015327576096554614,4061,False
153,0.5516939948383761,0.31717075725095345,0.0031140038799023495,-0.005014379195318944,0.011242386955123643,4119,False
154,0.4646718339462027,0.2772931762986558,-0.00014834510345329566,-0.00989533192693009,0.009598641720023499,3716,False
155,0.6630073398617545,0.29300402161301253,0.004838776729033961,-0.0036578962545834766,0.013335449712651399,3222,False
156,0.7057187122480288,0.5227351286609281,-0.001206063197067203,-0.009957692461581642,0.007545566067447235,2924,False
157,0.5138442837921119,0.6444029487820498,0.0011079087452212921,-0.006409153133940831,0.008624970624383416,3336,False
158,0.4522560342464296,0.740176256532088,-0.003415242675857355,-0.011901982774766612,0.005071497423051902,2698,False
159,0.5631882706210612,0.4045814467537271,0.002381655641831265,-0.0054517150995293615,0.010215026383191892,4015,False
160,0.3265752041343936,0.7079866481041508,0.0047650134405239075,-0.003931118120399134,0.01346114500144695,2913,False
161,0.2854007300869895,0.5943456472676321,-0.0004662941010677435,-0.009796570928902548,0.008863982726767061,3730,False
162,0.663192497343916,0.37104555342484324,0.012502773212711538,0.004775472588841022,0.020230073836582055,3217,True
163,0.6155354609314321,0.40938880340207745,0.005920492655019205,-0.0024347455813820557,0.014275730891420466,3550,False
164,0.569368488583321,0.36070808567750084,0.007357546150054156,7.068224954208478e-05,0.014644410050566228,3956,True
165,0.7189520872584637,0.5168717212290528,-0.0005164495580536888,-0.008793113111013459,0.007760213994906081,2831,False
166,0.49107927333481144,0.3372788167699629,0.00023514302732452474,-0.008478674853444806,0.008948960908093856,4566,False
167,0.7283370296698928,0.3929147264255538,0.006353359031719269,-0.0021947377453289466,0.014901455808767484,2764,False
168,0.7088251218824424,0.2910324843289741,0.00047931339583306976,-0.00828755323310794,0.00924618002477408,2907,False
169,0.5089754792413829,0.7269632776929449,0.0004903547444723155,-0.00813688985512731,0.009117599344071942,2771,False
170,0.28605723569106956,0.5041370319216033,-0.0031998810132604916,-0.012204476378056398,0.005804714351535414,3977,False
171,0.29664252472833463,0.47023709405498654,-0.0025814470214772234,-0.01096460033679,0.005801706293835553,4273,False
172,0.26747318464021214,0.7038960276711267,0.0010293375813858752,-0.009060455477375372,0.011119130640147122,2930,False
173,0.6718278067505314,0.2961393511051831,0.004941594554379369,-0.0034874582910023565,0.013370647399761095,3155,False
174,0.4811271908474013,0.6607445656933756,-0.0011633360686126304,-0.009226627046262002,0.0068999549090367415,3242,False
175,0.3845759871197517,0.5450706506990196,0.003557861672681295,-0.004139519176715985,0.011255242522078575,4170,False
176,0.545785358356191,0.42900821657061267,0.0006858668657671874,-0.00710879660258089,0.008480530334115265,4169,False
177,0.5894972716622957,0.46460882169378875,-0.0026116046986428554,-0.010107792043937074,0.004884582646651363,3780,False
178,0.434202004417006,0.734202698266438,-0.0003056007171414188,-0.009156448818651554,0.008545247384368716,2732,False
179,0.6044652687580612,0.7320935919755376,0.0011556548026472324,-0.007254170984706709,0.009565480590001174,2743,False
180,0.7200452806344741,0.5208235824181511,-0.001110455895191348,-0.009453504803398604,0.0072325930130159085,2824,False
181,0.2930614445624611,0.560886799282764,0.0007078881125868741,-0.007244157637094158,0.008659933862267906,4029,False
182,0.3233357890755753,0.7036040373154471,0.005938506629532936,-0.002868490583401443,0.014745503842467315,2935,False
183,0.6558667653043642,0.32307607614664513,0.006715448733570967,-0.001960935270462476,0.01539183273760441,3267,False
184,0.40604369897891485,0.6305607443773618,0.00577541991183525,-0.0018899403263501697,0.013440780150020669,3430,False
185,0.5630394231727803,0.3210590344183266,0.0029530254365528197,-0.0054390212308759785,0.011345072103981618,4012,False
186,0.49607454938650863,0.7435182576555561,-0.006211664643963416,-0.014992330862300752,0.0025690015743739195,2685,False
187,0.6873068928234567,0.29986354993064573,0.0029466665033817396,-0.006168754351886872,0.012062087358650352,3049,False
188,0.34200099889814317,0.6688081482245054,0.009786774874636639,0.002127614615701035,0.017445935133572243,3176,True
189,0.7249260774042665,0.33313948972492013,0.0029609798707050106,-0.005130661432995174,0.011052621174405195,2786,False
190,0.5434430041153164,0.39996593827564053,0.0023443069715048115,-0.005191938208433987,0.00988055215144361,4176,False
191,0.34777920708433546,0.4591419070471617,0.0035370748757252435,-0.003834938738298174,0.01090908848974866,4830,False
192,0.3678995798906544,0.6465400373762697,0.011761037116486434,0.003707674145077732,0.019814400087895135,3321,True
193,0.44353150093708393,0.27517206684972983,0.0023141326727383893,-0.007019350810251903,0.011647616155728681,3649,False
194,0.5351790599878462,0.37028586471900415,0.005975320490837488,-0.0013889789936664095,0.013339619975341385,4239,False
195,0.6185174648121541,0.3249176261553639,0.0034504995536477623,-0.005016743633823538,0.011917742741119062,3514,False
196,0.5685342607747629,0.7329362415256943,0.00020211742858083914,-0.00921583272428601,0.009620067581447688,2740,False
197,0.2520805195920875,0.5576015358629902,0.00740856154996386,-0.0013278157471174976,0.016144938847045216,2932,False
198,0.2829506016440903,0.4664531843179559,-0.0021907519525183328,-0.011237497829145106,0.00685599392410844,3887,False
199,0.31289538572726844,0.42204755784921816,0.0028143182258489607,-0.005277047002100049,0.01090568345379797,4661,False
