date,open,high,low,close,volume
2025-08-12,440.0,443.5,438.5,439.5,503025
2025-08-13,438.0,443.5,429.0,433.0,1347194
2025-08-14,433.0,437.0,428.0,428.0,642464
2025-08-15,428.0,433.5,428.0,432.0,508234
2025-08-18,434.5,455.5,434.5,447.0,2552316
2025-08-19,465.0,479.5,448.0,448.0,4850625
2025-08-20,441.0,449.0,426.0,426.0,2356297
2025-08-21,434.0,447.5,431.5,440.5,1673268
2025-08-22,440.5,445.0,431.0,432.0,802909
2025-08-25,438.5,449.5,437.5,448.0,1439803
2025-08-26,448.0,448.0,439.0,444.5,733906
2025-08-27,446.5,465.0,446.5,462.5,2481512
2025-08-28,462.0,468.0,457.0,461.5,1016283
2025-08-29,464.0,466.5,455.0,455.0,852412
2025-09-01,454.0,457.0,439.5,444.0,960750
2025-09-02,446.0,449.5,433.5,435.5,943508
2025-09-03,436.0,446.0,436.0,441.0,798728
2025-09-04,447.0,458.5,446.0,446.0,1394174
2025-09-05,452.5,452.5,441.0,444.0,582076
2025-09-08,454.0,474.0,452.0,453.5,2435318
2025-09-09,460.0,461.0,445.0,449.0,1135743
2025-09-10,446.0,448.5,432.5,437.5,3238256
2025-09-11,437.0,438.5,422.0,422.0,2576575
2025-09-12,426.0,428.0,414.0,415.5,2094886
2025-09-15,420.0,422.5,415.5,415.5,1018537
2025-09-16,416.5,430.0,415.5,428.5,1107169
2025-09-17,429.0,431.0,421.0,421.0,638932
2025-09-18,428.0,434.0,427.0,430.0,1206102
2025-09-19,438.5,444.0,431.5,431.5,1399619
2025-09-22,438.0,453.0,437.0,442.5,3085540
2025-09-23,454.0,454.0,440.5,443.5,1244110
2025-09-24,441.0,442.5,433.5,433.5,890075
2025-09-25,433.0,437.0,429.0,431.0,664565
2025-09-26,432.5,432.5,418.5,420.5,864266
2025-09-30,425.0,432.0,423.5,428.0,469345
2025-10-01,428.0,431.5,425.0,426.5,491806
2025-10-02,431.0,433.0,424.5,425.5,544788
2025-10-03,430.0,433.0,427.5,430.5,543970
2025-10-07,433.0,459.5,428.5,450.5,2809750
2025-10-08,449.0,449.5,443.5,445.5,817052
2025-10-09,444.0,445.0,424.0,425.0,2386406
2025-10-13,410.0,413.0,404.0,412.5,1441953
2025-10-14,418.0,419.5,406.0,406.0,997351
2025-10-15,409.5,419.0,405.5,419.0,778047
2025-10-16,420.0,426.0,418.5,423.0,599475
2025-10-17,423.0,430.0,416.0,417.0,765289
2025-10-20,419.0,427.0,418.0,421.5,594213
2025-10-21,430.0,436.0,428.0,430.5,1212453
2025-10-22,430.0,434.5,428.5,431.5,564187
2025-10-23,429.0,431.5,426.0,429.5,338570
2025-10-27,430.0,434.5,427.5,430.0,776445
2025-10-28,429.0,432.0,420.0,423.5,622200
2025-10-29,423.5,427.0,423.0,424.5,682655
2025-10-30,425.5,429.0,416.5,419.0,752237
2025-10-31,422.5,427.0,419.5,419.5,477919
2025-11-03,421.0,428.0,420.0,420.0,591530
2025-11-04,422.0,422.5,410.0,410.0,593873
2025-11-05,408.5,417.0,402.0,416.0,684191
2025-11-06,420.0,427.0,415.5,427.0,706719
2025-11-07,421.0,433.0,421.0,427.5,848533
2025-11-10,428.0,431.0,421.0,421.5,444966
2025-11-11,421.5,423.5,414.0,414.5,727690
2025-11-12,415.0,426.0,414.0,415.0,474941
2025-11-13,420.5,451.5,419.0,445.5,4100104
2025-11-14,442.5,442.5,433.5,438.0,847512
2025-11-17,440.0,454.5,438.0,448.0,1843731
2025-11-18,446.0,462.0,438.5,449.0,2066809
2025-11-19,455.0,458.0,443.0,449.5,1683678
2025-11-20,455.0,461.0,449.0,460.0,3227231
2025-11-21,456.5,459.0,445.5,449.5,1299272
2025-11-24,451.0,459.0,448.5,459.0,1514591
2025-11-25,461.5,462.0,448.0,453.0,1009952
2025-11-26,458.5,467.0,453.0,455.0,1194162
2025-11-27,459.0,459.0,444.0,445.0,768073
2025-11-28,445.0,448.5,442.5,447.0,568079
2025-12-01,447.0,451.5,441.0,445.0,771541
2025-12-02,449.5,454.5,448.5,454.0,1032782
2025-12-03,457.0,457.5,449.0,450.0,319670
2025-12-04,450.0,454.5,444.5,446.0,401022
2025-12-05,446.0,449.5,437.5,439.0,570770
2025-12-08,452.5,454.5,440.5,443.5,466572
2025-12-09,447.0,451.0,444.0,445.0,422489
2025-12-10,435.0,436.0,418.0,422.5,2632625
2025-12-11,422.5,428.0,412.0,412.0,1357967
2025-12-12,416.0,418.0,412.5,413.5,487758
2025-12-15,409.0,422.5,407.0,422.0,1067613
2025-12-16,418.0,420.5,411.0,420.0,1626391
2025-12-17,420.0,428.0,415.0,417.5,1352905
2025-12-18,418.0,419.0,413.0,417.5,1035250
2025-12-19,418.5,420.0,416.0,419.0,865509
2025-12-22,427.0,429.5,422.0,424.0,869724
2025-12-23,424.0,427.0,422.0,423.5,710807
2025-12-24,424.0,430.0,422.5,425.5,826609
2025-12-26,426.0,435.0,421.0,430.5,1769381
2025-12-29,433.0,446.0,431.0,439.5,1627085
2025-12-30,440.0,446.0,438.0,446.0,925564
2025-12-31,446.0,457.5,445.0,449.5,2213763
2026-01-02,450.0,451.5,437.0,437.5,1125829
2026-01-05,439.5,443.0,436.0,438.5,738279
2026-01-06,438.5,442.0,432.0,437.0,692284
2026-01-07,439.0,444.0,436.0,438.5,570626
2026-01-08,442.0,443.0,428.5,428.5,1062419
2026-01-09,436.0,459.5,436.0,456.0,2662360
2026-01-12,464.0,474.0,461.5,463.0,1802804
2026-01-13,469.0,469.0,452.0,456.0,863399
2026-01-14,459.0,459.0,454.0,459.0,562737
2026-01-15,460.0,460.0,449.0,450.0,587581
2026-01-16,452.0,453.0,445.0,451.0,582295
2026-01-19,451.0,453.0,442.0,450.0,460112
2026-01-20,447.0,457.0,447.0,457.0,503619
2026-01-21,455.0,473.0,452.5,460.0,1354154
2026-01-22,463.0,469.5,458.5,463.0,623800
2026-01-23,465.0,474.0,465.0,473.5,1352879
2026-01-26,476.0,484.0,465.5,466.0,1480257
2026-01-27,472.5,476.5,463.0,465.5,538867
2026-01-28,465.5,468.0,460.5,464.5,480025
2026-01-29,464.5,468.0,455.0,456.5,725034
2026-01-30,450.5,454.0,446.0,454.0,677377
2026-02-02,452.5,452.5,440.0,444.5,574168
2026-02-03,449.0,458.0,449.0,458.0,718593
2026-02-04,459.5,471.0,452.5,466.5,673917
2026-02-05,469.5,474.0,460.5,460.5,718550
2026-02-06,456.5,457.0,445.0,454.5,659179
2026-02-09,457.0,462.0,434.5,434.5,1470836
2026-02-10,434.5,434.5,426.5,430.0,781237
2026-02-11,430.0,433.0,427.0,429.5,517700
2026-02-23,435.0,442.0,429.5,436.0,907990
2026-02-24,438.0,439.0,434.0,438.5,556944
2026-02-25,438.0,440.5,432.5,438.5,697720
2026-02-26,437.0,446.0,433.5,442.0,1027609
2026-03-02,438.0,439.5,428.0,435.5,737589
2026-03-03,432.0,435.0,421.0,421.5,799205
2026-03-04,413.0,414.5,401.5,405.0,921788
2026-03-05,412.5,419.5,412.0,415.5,580307
2026-03-06,415.5,418.5,414.5,416.0,255526
2026-03-09,400.0,401.5,386.0,396.0,863189
2026-03-10,404.0,414.0,402.5,410.5,813940
2026-03-11,415.0,424.0,414.0,422.5,607078
2026-03-12,420.0,428.0,417.0,420.5,526954
2026-03-13,412.0,429.5,400.5,429.5,1572963
2026-03-16,429.0,442.5,425.0,438.5,1539446
2026-03-17,440.0,450.0,440.0,446.0,1275380
2026-03-18,452.0,454.0,443.5,448.0,745475
2026-03-19,441.0,455.5,441.0,448.5,1176735
2026-03-20,453.0,455.5,442.5,445.0,738697
2026-03-23,438.0,449.0,433.0,442.0,774516
2026-03-24,450.0,464.0,444.5,454.5,1779749
2026-03-25,464.0,473.0,460.0,468.0,1891181
2026-03-26,471.5,472.5,452.0,452.0,781226
2026-03-27,448.0,452.0,439.0,443.0,501800
2026-03-30,436.0,442.5,434.0,440.5,344024
2026-03-31,441.0,452.0,434.5,437.5,569383
2026-04-01,451.5,452.0,443.5,451.5,525404
2026-04-02,452.5,454.0,440.5,444.0,370022
2026-04-07,446.0,449.5,439.5,443.5,370813
2026-04-08,450.0,450.5,446.0,446.0,323567
2026-04-09,449.5,452.0,445.0,450.0,446229
2026-04-10,455.0,470.5,454.0,455.5,674774
2026-04-13,460.0,484.0,453.0,481.0,1658602
2026-04-14,490.0,527.0,490.0,518.0,5959440
2026-04-15,538.0,544.0,506.0,509.0,3476797
2026-04-16,510.0,518.0,502.0,511.0,1249462
2026-04-17,511.0,511.0,484.5,503.0,1933729
2026-04-20,520.0,553.0,515.0,544.0,4133284
2026-04-21,545.0,552.0,521.0,529.0,2590501
2026-04-22,549.0,559.0,529.0,532.0,3669887
2026-04-23,543.0,545.0,494.5,510.0,2634647
2026-04-24,511.0,526.0,509.0,514.0,1251846
2026-04-27,520.0,521.0,496.0,503.0,2559254
2026-04-28,505.0,506.0,497.0,500.0,1521503
2026-04-29,504.0,515.0,498.5,515.0,1348321
2026-04-30,513.0,520.0,504.0,509.0,938364
2026-05-04,516.0,546.0,513.0,540.0,2159275
2026-05-05,534.0,537.0,516.0,520.0,1523274
2026-05-06,526.0,526.0,510.0,515.0,1090168
2026-05-07,518.0,522.0,511.0,513.0,843821
2026-05-08,518.0,522.0,498.0,506.0,1358757
2026-05-11,512.0,512.0,500.0,510.0,817130
2026-05-12,511.0,530.0,501.0,523.0,1813640
2026-05-13,517.0,519.0,505.0,516.0,852186
2026-05-14,524.0,564.0,522.0,560.0,5186273
2026-05-15,560.0,603.0,547.0,588.0,7906246
2026-05-18,594.0,602.0,569.0,577.0,4855727
2026-05-19,577.0,608.0,550.0,557.0,5492467
2026-05-20,554.0,565.0,543.0,550.0,1775791
2026-05-21,562.0,582.0,558.0,577.0,1799934
2026-05-22,577.0,585.0,570.0,576.0,1967937
2026-05-25,588.0,602.0,584.0,591.0,1625721
2026-05-26,600.0,600.0,580.0,588.0,1370839
2026-05-27,597.0,597.0,578.0,585.0,1528732
2026-05-28,586.0,595.0,570.0,572.0,1081872
2026-05-29,580.0,614.0,577.0,603.0,3052679
2026-06-01,609.0,628.0,598.0,603.0,2858748
2026-06-02,603.0,609.0,582.0,595.0,1468817
2026-06-03,608.0,625.0,600.0,606.0,2371075
2026-06-04,612.0,665.0,603.0,659.0,4607335
2026-06-05,658.0,704.0,636.0,682.0,7004622
2026-06-08,614.0,668.0,612.0,654.0,4000335
2026-06-09,665.0,719.0,663.0,719.0,3868757
2026-06-10,724.0,754.0,676.0,677.0,12773970
2026-06-11,679.0,729.0,672.0,693.0,6775271
2026-06-12,730.0,739.0,657.0,662.0,5151367
2026-06-15,671.0,728.0,662.0,728.0,5145809
2026-06-16,731.0,770.0,729.0,744.0,7746559
2026-06-17,739.0,780.0,721.0,722.0,7052625
2026-06-18,728.0,762.0,702.0,753.0,4818121
2026-06-22,760.0,796.0,734.0,774.0,6000266
2026-06-23,795.0,795.0,738.0,741.0,4985395
2026-06-24,735.0,746.0,723.0,733.0,2572533
2026-06-25,740.0,785.0,733.0,759.0,4171636
2026-06-26,749.0,760.0,698.0,700.0,3698179
2026-06-29,702.0,705.0,652.0,657.0,3953398
2026-06-30,658.0,671.0,654.0,659.0,2055382
2026-07-01,673.0,684.0,634.0,641.0,2527223
2026-07-02,626.0,652.0,626.0,644.0,1577910
2026-07-03,644.0,651.0,634.0,636.0,989256
2026-07-06,654.0,672.0,631.0,653.0,2697285
2026-07-07,653.0,660.0,606.0,609.0,2286680
2026-07-08,610.0,620.0,598.0,612.0,2239496
2026-07-09,615.0,634.0,615.0,616.0,1706211
2026-07-13,634.0,650.0,609.0,609.0,2579835
2026-07-14,614.0,615.0,569.0,587.0,2274466
2026-07-15,591.0,594.0,545.0,554.0,3249171
2026-07-16,556.0,572.0,548.0,557.0,1978895
2026-07-17,543.0,547.0,515.0,519.0,1723470
2026-07-20,524.0,527.0,494.0,500.0,1774407
2026-07-21,508.0,534.0,504.0,531.0,1273927
2026-07-22,535.0,542.0,521.0,529.0,1531764
2026-07-23,533.0,543.0,525.0,532.0,937604
2026-07-24,525.0,530.0,504.0,507.0,1083105
2026-07-27,509.0,522.0,508.0,517.0,1190119
2026-07-28,501.0,502.0,482.5,482.5,1314790
2026-07-29,491.5,491.5,452.5,466.5,2576658
2026-07-30,459.5,474.0,442.0,447.5,2004656
2026-07-31,480.0,485.0,471.0,481.0,1850655
2026-08-03,471.0,494.5,466.0,488.0,1226238
2026-08-04,486.5,507.0,486.0,502.0,1822929
2026-08-05,512.0,538.0,508.0,533.0,2583748
2026-08-06,530.0,552.0,529.0,547.0,3030011
2026-08-07,551.0,584.0,542.0,546.0,2810449
2026-08-10,546.0,552.0,525.0,546.0,3355864
2026-08-11,546.0,547.0,533.0,538.0,942113
2026-08-12,546.0,584.0,535.0,578.0,2755054
2026-08-13,585.0,635.0,572.0,629.0,6207058
2026-08-14,623.0,642.0,608.0,615.0,4503598
2026-08-17,630.0,676.0,625.0,676.0,6365961
2026-08-18,676.0,695.0,669.0,685.0,5616144
2026-08-19,655.0,705.0,651.0,657.0,4958403
2026-08-20,665.0,673.0,628.0,650.0,2743040
2026-08-21,653.0,660.0,628.0,652.0,2080079
2026-08-24,670.0,707.0,656.0,657.0,4085580
2026-08-25,650.0,692.0,638.0,690.0,2387242
2026-08-26,690.0,759.0,690.0,759.0,9354491
2026-08-27,793.0,834.0,792.0,834.0,8600439
2026-08-28,840.0,917.0,831.0,917.0,14487914
2026-08-31,916.0,1005.0,915.0,1005.0,11110178
2026-09-01,1005.0,1090.0,993.0,1005.0,13040049
2026-09-02,970.0,1070.0,970.0,1050.0,2423763
2026-09-03,1060.0,1070.0,990.0,991.0,2416584
2026-09-04,1020.0,1070.0,962.0,1055.0,2626231
