date,open,high,low,close,volume
2026-04-07,85.2,87.9,83.5,87.1,1990732
2026-04-08,90.2,95.8,89.7,95.8,4990286
2026-04-09,99.9,105.0,97.5,105.0,10887083
2026-04-10,107.5,115.5,102.0,114.0,10757747
2026-04-13,115.0,125.0,112.0,124.5,8894721
2026-04-14,122.0,124.0,113.0,118.0,7589989
2026-04-15,113.0,118.0,113.0,113.0,2381954
2026-04-16,113.0,114.0,107.5,112.5,1964997
2026-04-17,112.5,120.0,112.5,115.5,2428804
2026-04-20,115.5,124.0,115.5,122.0,3173660
2026-04-21,124.0,125.5,117.5,118.0,1965985
2026-04-22,119.0,119.0,115.0,115.0,1685783
2026-04-23,119.0,119.0,103.5,109.0,2789481
2026-04-24,111.0,111.0,100.0,106.0,1974320
2026-04-27,111.0,111.0,100.0,101.5,1532341
2026-04-28,102.5,111.5,100.0,111.0,1291524
2026-04-29,108.5,112.0,106.0,106.5,1824817
2026-04-30,108.5,117.0,107.5,113.5,4356828
2026-05-04,117.0,117.0,108.0,108.5,3645911
2026-05-05,107.5,107.5,101.5,106.5,3670160
2026-05-06,110.0,110.5,102.0,103.0,2634366
2026-05-07,103.5,105.5,100.0,102.5,1967902
2026-05-08,100.5,103.0,95.0,98.0,2912851
2026-05-11,99.5,102.5,96.0,97.5,2293195
2026-05-12,99.8,107.0,98.6,107.0,3484169
2026-05-13,105.0,106.0,99.5,101.0,3678127
2026-05-14,99.3,103.5,99.3,99.5,1670474
2026-05-15,100.0,101.0,95.6,96.5,1983063
2026-05-18,94.0,96.0,91.0,95.9,1252984
2026-05-19,96.5,96.9,91.8,91.8,1242466
2026-05-20,91.9,99.4,91.0,97.0,1617850
2026-05-21,98.0,101.0,97.5,98.5,1373840
2026-05-22,100.0,106.5,100.0,104.0,2132902
2026-05-25,108.0,111.0,106.0,107.0,3157976
2026-05-26,106.0,110.5,100.5,110.5,2363166
2026-05-27,111.5,111.5,102.5,103.5,2092636
2026-05-28,103.5,104.5,98.0,98.6,1728090
2026-05-29,100.0,108.0,99.6,108.0,5114762
2026-06-01,118.5,118.5,118.5,118.5,3503902
2026-06-02,129.0,130.0,120.0,130.0,13447648
2026-06-03,142.0,143.0,138.0,143.0,3338031
2026-06-04,140.0,142.0,131.0,136.5,6358177
2026-06-05,131.0,133.0,124.0,125.0,4474165
2026-06-08,112.5,125.0,112.5,124.0,4005501
2026-06-09,131.0,132.0,123.0,124.5,3450701
2026-06-10,114.5,121.0,112.5,113.0,3595092
2026-06-11,113.0,113.0,104.5,109.0,1998827
2026-06-12,116.0,116.0,109.0,111.5,1493452
2026-06-15,115.0,122.5,112.5,122.5,2837107
2026-06-16,122.0,128.5,120.0,122.5,2935019
2026-06-17,116.5,134.5,116.5,132.0,4859613
2026-06-18,133.0,145.0,129.5,145.0,8650179
2026-06-22,146.0,151.0,130.5,139.0,11066561
2026-06-23,138.0,146.5,133.0,139.0,6151899
2026-06-24,133.5,147.5,131.0,145.5,4543486
2026-06-25,144.5,145.0,135.0,135.5,4421086
2026-06-26,135.0,137.0,125.0,126.0,3199296
2026-06-29,124.0,128.5,119.0,121.0,1594404
2026-06-30,124.5,129.0,123.0,127.5,1162005
2026-07-01,128.0,129.5,121.0,121.0,1441889
2026-07-02,117.0,129.0,116.0,127.5,1185306
2026-07-03,125.5,131.5,124.5,128.0,998383
2026-07-06,133.0,133.0,126.0,130.0,1376797
2026-07-07,128.0,137.5,122.0,123.0,2207842
2026-07-08,120.5,130.5,120.5,129.0,1414990
2026-07-09,131.0,131.0,124.5,126.0,1013943
2026-07-13,126.5,128.0,117.0,121.5,1431503
2026-07-14,120.0,124.0,109.5,111.0,2668403
2026-07-15,112.0,115.0,107.0,113.5,1708169
2026-07-16,110.0,114.5,107.5,108.0,754941
2026-07-17,104.0,105.5,97.2,100.5,2576315
2026-07-20,98.6,100.5,91.0,96.3,1343890
2026-07-21,98.0,99.8,96.3,98.7,687688
2026-07-22,104.0,108.5,102.0,108.5,1064119
2026-07-23,108.5,119.0,107.5,107.5,2842904
2026-07-24,104.0,114.5,102.5,107.5,1877356
2026-07-27,104.5,109.5,103.0,105.5,824784
2026-07-28,99.7,104.5,98.7,99.9,908291
2026-07-29,100.5,101.0,90.0,90.0,1355259
2026-07-30,83.4,96.0,83.4,87.0,778758
2026-07-31,95.6,95.7,95.6,95.7,350526
2026-08-03,95.7,105.0,95.7,104.0,1516099
2026-08-04,104.0,114.0,103.0,113.0,2305584
2026-08-05,118.0,122.0,114.0,115.0,2106521
2026-08-06,115.0,115.0,108.0,110.5,1628864
2026-08-07,111.0,112.5,103.0,107.5,971506
2026-08-10,118.0,118.0,116.0,118.0,2458930
2026-08-11,120.0,124.5,114.0,121.5,2862098
2026-08-12,117.0,133.5,117.0,133.0,5747695
2026-08-13,133.5,146.0,133.5,141.0,8173144
2026-08-14,138.0,141.0,134.5,136.5,3497904
2026-08-17,139.5,150.0,137.5,150.0,6043259
2026-08-18,149.0,154.0,141.0,146.0,5658394
2026-08-19,138.5,149.5,138.0,147.5,3425365
2026-08-20,153.0,153.0,142.0,151.0,4161912
2026-08-21,150.0,152.5,141.5,151.0,3700112
2026-08-24,150.5,166.0,148.0,166.0,7649771
2026-08-25,162.0,182.5,158.0,182.5,9039439
2026-08-26,179.5,185.5,174.0,180.5,4316568
2026-08-27,179.0,186.0,178.5,180.0,3021038
2026-08-28,183.0,186.0,181.0,181.5,2263729
2026-08-31,180.0,185.0,170.0,185.0,3365781
2026-09-01,185.0,203.0,183.5,200.0,3640072
2026-09-02,199.0,220.0,199.0,211.0,8078711
2026-09-03,211.0,214.0,193.5,194.5,6383448
2026-09-04,203.0,209.0,190.0,206.0,5549866
