stock_id,asof
1718,20260909
1720,20260909
1721,20260909
1722,20260909
1723,20260909
1725,20260909
1726,20260909
1727,20260909
1730,20260909
1731,20260909
1732,20260909
1733,20260909
1734,20260909
1735,20260909
1736,20260909
1737,20260909
1752,20260909
1760,20260909
1762,20260909
1773,20260909
1776,20260909
1783,20260909
1786,20260909
1789,20260909
1795,20260909
1802,20260909
1805,20260909
1806,20260909
1808,20260909
1809,20260909
1810,20260909
1817,20260909
1903,20260909
1904,20260909
1905,20260909
1906,20260909
1907,20260909
1909,20260909
2002,20260909
2006,20260909
2007,20260909
2008,20260909
2009,20260909
2010,20260909
2012,20260909
2013,20260909
2014,20260909
2015,20260909
2017,20260909
2020,20260909
2022,20260909
2023,20260909
2024,20260909
2025,20260909
2027,20260909
2028,20260909
2029,20260909
2030,20260909
2031,20260909
2032,20260909
2033,20260909
2034,20260909
2038,20260909
2049,20260909
2059,20260909
2062,20260909
2069,20260909
2101,20260909
2102,20260909
2103,20260909
2104,20260909
2105,20260909
2106,20260909
2107,20260909
2108,20260909
2109,20260909
2114,20260909
2115,20260909
2201,20260909
2204,20260909
2206,20260909
2207,20260909
2208,20260909
2211,20260909
2227,20260909
2228,20260909
2231,20260909
2233,20260909
2236,20260909
2239,20260909
2241,20260909
2243,20260909
2247,20260909
2248,20260909
2250,20260909
2254,20260909
2258,20260909
2301,20260909
2302,20260909
2303,20260909
2305,20260909
2308,20260909
2312,20260909
2313,20260909
2314,20260909
2316,20260909
2317,20260909
2321,20260909
2323,20260909
2324,20260909
2327,20260909
2328,20260909
2329,20260909
2330,20260909
2331,20260909
2332,20260909
2337,20260909
2338,20260909
2340,20260909
2342,20260909
2344,20260909
2345,20260909
2347,20260909
2348,20260909
2349,20260909
2351,20260909
2352,20260909
2353,20260909
2354,20260909
2355,20260909
2356,20260909
2357,20260909
2359,20260909
2360,20260909
2362,20260909
2363,20260909
2364,20260909
2365,20260909
2367,20260909
2368,20260909
2369,20260909
2371,20260909
2373,20260909
2374,20260909
2375,20260909
2376,20260909
2377,20260909
2379,20260909
2380,20260909
2382,20260909
2383,20260909
2385,20260909
2387,20260909
2388,20260909
2390,20260909
2392,20260909
2393,20260909
2395,20260909
2397,20260909
2399,20260909
2401,20260909
2427,20260915
2428,20260915
2429,20260915
2430,20260915
2431,20260915
2432,20260915
2433,20260915
2434,20260915
2436,20260915
2438,20260915
2439,20260915
2440,20260915
2441,20260915
2442,20260915
2444,20260915
2449,20260915
2450,20260915
2451,20260915
2453,20260915
2454,20260915
2455,20260915
2457,20260915
2458,20260915
2459,20260915
2460,20260915
2461,20260915
2462,20260915
2464,20260915
2465,20260915
2466,20260915
2467,20260915
2468,20260915
2471,20260915
2472,20260915
2474,20260915
2476,20260915
2477,20260915
2478,20260915
2480,20260915
2481,20260915
2482,20260915
2483,20260915
2484,20260915
2485,20260915
2486,20260915
2488,20260915
2489,20260915
2491,20260915
2492,20260915
2493,20260915
2495,20260915
2496,20260915
2497,20260915
2498,20260915
2501,20260915
2504,20260915
2505,20260915
2506,20260915
2509,20260915
2511,20260915
2514,20260915
2515,20260915
2516,20260915
2520,20260915
2524,20260915
2527,20260915
2528,20260915
2530,20260915
2534,20260915
2535,20260915
2536,20260915
2537,20260915
2538,20260915
2539,20260915
2540,20260915
2542,20260915
2543,20260915
2545,20260915
2546,20260915
2547,20260915
2548,20260915
2597,20260915
2601,20260915
2603,20260915
2605,20260915
2606,20260915
2607,20260915
2608,20260915
2609,20260915
2610,20260915
2611,20260915
2612,20260915
2613,20260915
2614,20260915
2615,20260915
2616,20260915
2617,20260915
2618,20260915
2630,20260915
2633,20260915
2634,20260915
2636,20260915
2637,20260915
2642,20260915
2645,20260915
2646,20260915
2701,20260915
2702,20260915
2704,20260915
2705,20260915
2706,20260915
2707,20260915
2712,20260915
2722,20260915
2723,20260915
2727,20260915
2731,20260915
2739,20260915
2748,20260915
2753,20260915
2762,20260915
2801,20260915
2812,20260915
2816,20260915
2820,20260915
2832,20260915
3003,20260915
3004,20260915
3005,20260915
3006,20260915
3008,20260915
3010,20260915
3011,20260915
3013,20260915
3014,20260915
3015,20260915
3016,20260915
3017,20260915
3018,20260915
3019,20260915
3021,20260915
3022,20260915
3023,20260915
3024,20260915
3025,20260915
3026,20260915
3027,20260915
3028,20260915
3029,20260915
3030,20260915
3031,20260915
3032,20260915
3033,20260915
3034,20260915
3035,20260915
3036,20260915
3037,20260915
3038,20260915
3040,20260915
3041,20260915
3042,20260915
3043,20260915
3044,20260915
3045,20260915
3046,20260915
3047,20260915
3048,20260915
3049,20260915
3050,20260915
3051,20260915
3052,20260915
3054,20260915
3055,20260915
3056,20260915
3057,20260915
3058,20260915
3059,20260915
3060,20260915
3062,20260915
3090,20260915
3092,20260915
3094,20260915
